uid,log_date,time,device,browser,push_notification,bid_day,country,state,bidded
89173956,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
66770349,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
24708291,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
66835609,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
25358483,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
61509814,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
18720551,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
87711484,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
43052026,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
53111877,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
30657860,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
79481427,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
30363170,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
74247839,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
38628362,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
15487475,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
25033821,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
90562190,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
35580487,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
72243472,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
11309555,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
39486145,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
48325633,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
18035072,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
67732177,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
23360771,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
62526257,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
85426418,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
59666846,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
77010199,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
67440775,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
51271176,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
7.67E+07,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
45670233,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
76906161,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
65194975,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
26829700,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
49518970,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
90279488,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
98435331,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
44131918,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
84379156,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
69978208,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
21353457,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
66807153,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
76040729,"March 2, 2022",8:00,iOS,Safari,A,1,USA,COLORADO,FALSE
13017133,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
93400428,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
29834438,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
56024697,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
11300465,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
26000101,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
70069860,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
41635199,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
13052437,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
76307974,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
64522849,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
73145820,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
79004184,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
30120100,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
65930247,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
74650949,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
85383645,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
77818106,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
92922505,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
36855383,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
15917829,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
12235632,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
19663729,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
22599212,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
67728035,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
17703699,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
89061574,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
46616311,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
37708111,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
58745144,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
89312230,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
41276426,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
64982850,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
91510205,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
31291327,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
23495692,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
37983963,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
61104056,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
80423456,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
21367178,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
15446544,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
34348321,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
27250031,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
82911971,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
28043369,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
23240242,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
21255196,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
86951624,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
82087794,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
45539720,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
74082748,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
84056042,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
75610381,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
46473919,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
88405114,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
86575740,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
66903115,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
56367460,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
70285355,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
82028666,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
71865028,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
81301813,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
51284237,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
86850383,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
16558533,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
49228019,"March 2, 2022",8:10,iOS,Safari,B,1,USA,COLORADO,FALSE
89674483,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
88961531,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
85455628,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
59293403,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
88322199,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
48305799,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
82906474,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
24730305,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
80640361,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
89804397,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
84866161,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
75572676,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
19621049,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
98826375,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
80808121,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
18371498,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
29810365,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
14643990,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
76238791,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
63554935,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
12010899,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
86820480,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
68314120,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
76719622,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
43552451,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
43440831,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
99980066,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
20275625,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
49191638,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
46372689,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
14127324,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
57104126,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
73900921,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
78368042,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
53419895,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
57859524,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
44562562,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
82748689,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
42232649,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
73337819,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
71939216,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
55677620,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
38271032,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
79279526,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
44650512,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
96667821,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
58656099,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
44410606,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
94090865,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
46934052,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
32534439,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
57406482,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
68017623,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
90876457,"March 2, 2022",8:00,iOS,Safari,A,1,USA,COLORADO,FALSE
39721983,"March 2, 2022",8:00,iOS,Safari,A,1,USA,ARIZONA,FALSE
68905032,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
99201953,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
87378125,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
55834439,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
88120639,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
49725720,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
61015529,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
11153046,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
26979863,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
12001630,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
43380887,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
99472712,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
18473785,"March 2, 2022",8:00,iOS,Safari,A,1,USA,UTAH,FALSE
99309406,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
94633014,"March 2, 2022",8:00,iOS,Safari,A,1,USA,ARIZONA,FALSE
81870014,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
86042841,"March 2, 2022",8:00,iOS,Safari,A,1,USA,COLORADO,FALSE
65212296,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
55470182,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
75763997,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
57580319,"March 2, 2022",8:10,iOS,Safari,B,1,USA,ARIZONA,FALSE
61696341,"March 2, 2022",8:10,iOS,Safari,B,1,USA,UTAH,FALSE
27871636,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
57311167,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
58068240,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
92125164,"March 2, 2022",8:10,iOS,Safari,B,1,USA,COLORADO,FALSE
72992651,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
69489891,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
44074776,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
73639526,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
55333636,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
18225818,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
67144708,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
87801530,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
19142545,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
76557144,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
64075836,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
78334743,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
25473017,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
37502151,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
34956713,"March 2, 2022",8:10,iOS,Safari,B,1,USA,COLORADO,FALSE
44437453,"March 2, 2022",8:10,iOS,Safari,B,1,USA,ARIZONA,FALSE
15034712,"March 2, 2022",8:10,iOS,Safari,B,1,USA,UTAH,FALSE
57785029,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
58364699,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
71937671,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,FALSE
17739937,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,FALSE
58418749,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,FALSE
91553462,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,FALSE
83693497,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,FALSE
26206386,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,FALSE
12295769,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
46478586,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
67716800,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
54810234,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
65031962,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
21964824,"March 2, 2022",8:00,iOS,Safari,A,1,USA,ARIZONA,TRUE
93004711,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
14167613,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
30910649,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
32283870,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
18831596,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
56742706,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
92427121,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
16832651,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
57330148,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
58700485,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
24069510,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
58614173,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
50585772,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
20335164,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
41047760,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
63182097,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
87525475,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
67217881,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
75557946,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
95129508,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
92983490,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
58904519,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
63245432,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
55229822,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
93535360,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
46497663,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
99916096,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
99888805,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
56796198,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
95674089,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
96840524,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
96282239,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
68791188,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
46187879,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
13537603,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
61838163,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
87242107,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
30962180,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
21633394,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
69804359,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
36555876,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
14464531,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
25435628,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
94460667,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
70314912,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
43300676,"March 2, 2022",8:00,Android,Chrome,A,1,USA,UTAH,TRUE
28973284,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,COLORADO,TRUE
85226112,"March 2, 2022",8:00,Android,Chrome,A,1,USA,ARIZONA,TRUE
87948327,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,UTAH,TRUE
82032467,"March 2, 2022",8:00,Android,Chrome,A,1,USA,COLORADO,TRUE
70815497,"March 2, 2022",8:00,iOS,Chrome,A,1,USA,ARIZONA,TRUE
85953695,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
16868908,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
89180970,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
29160614,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
61685054,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
81384864,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
19133823,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
78429993,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
27462048,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
40474662,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
51692532,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
36282124,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
19238249,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,UTAH,FALSE
93321090,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,COLORADO,FALSE
16376777,"March 2, 2022",8:10,Android,Chrome,B,1,USA,ARIZONA,FALSE
41196200,"March 2, 2022",8:10,Android,Chrome,B,1,USA,UTAH,FALSE
54143576,"March 2, 2022",8:10,Android,Chrome,B,1,USA,COLORADO,FALSE
55999122,"March 2, 2022",8:10,iOS,Chrome,B,1,USA,ARIZONA,FALSE
